timestamp_ms,speed,latitude,longitude,total_time_ms,Distance,Lap
1760239685211 ,20.39399946,36.53116226,140.2325287,108300,704.8533019,1
1760239685696 ,24.10199936,36.53120041,140.2325287,108800,709.0953942,1
1760239686210 ,24.10199936,36.53120041,140.2325287,109250,709.0953942,1
1760239686713 ,25.02899934,36.53125,140.2325134,109700,714.7764853,1
1760239687192 ,25.02899934,36.53125,140.2325134,110150,714.7764853,1
1760239687718 ,27.80999926,36.53130722,140.2325287,110650,721.2842688,1
1760239688208 ,27.80999926,36.53130722,140.2325287,111100,721.2842688,1
1760239688670 ,29.66399921,36.53137589,140.2325287,111550,728.920035,1
1760239689213 ,29.66399921,36.53137589,140.2325287,112050,728.920035,1
1760239689695 ,30.59099919,36.53145218,140.2325287,112500,737.4031076,1
1760239690190 ,30.59099919,36.53145218,140.2325287,112950,737.4031076,1
1760239690687 ,33.38127839,36.53152847,140.2325287,113450,745.8861803,1
1760239691195 ,33.38127839,36.53152847,140.2325287,113900,745.8861803,1
1760239691697 ,33.3738698,36.53160095,140.2325287,114350,753.9455997,1
1760239692234 ,33.3738698,36.53160095,140.2325287,114850,753.9455997,1
1760239692696 ,33.3738698,36.53167343,140.2325134,115300,762.1201342,1
1760239693186 ,33.3738698,36.53167343,140.2325134,115750,762.1201342,1
1760239693715 ,32.44686983,36.53174591,140.2324982,116250,770.293179,1
1760239694198 ,32.44686983,36.53174591,140.2324982,116700,770.293179,1
1760239694682 ,30.5835906,36.53181458,140.2324677,117150,778.4006576,1
1760239695196 ,30.5835906,36.53181458,140.2324677,117600,778.4006576,1
1760239695708 ,34.29899909,36.53188324,140.2324371,118100,786.510096,1
1760239696215 ,34.29899909,36.53188324,140.2324371,118550,786.510096,1
1760239696698 ,32.44499914,36.53194809,140.2324066,119000,794.2188439,1
1760239697194 ,32.44499914,36.53194809,140.2324066,119500,794.2188439,1
1760239697695 ,33.37199912,36.53201675,140.2323761,119950,802.3252728,1
1760239698181 ,33.37199912,36.53201675,140.2323761,120400,802.3252728,1
1760239698695 ,34.31571853,36.53207779,140.2323456,120850,809.639254,1
1760239699196 ,34.31571853,36.53207779,140.2323456,121350,809.639254,1
1760239699696 ,30.59291623,36.53213882,140.2323151,121800,816.9522026,1
1760239700195 ,30.59291623,36.53213882,140.2323151,122250,816.9522026,1
1760239700683 ,31.51991621,36.53219986,140.2322693,122700,824.8777059,1
1760239701185 ,31.51991621,36.53219986,140.2322693,123200,824.8777059,1
1760239701709 ,29.66591626,36.53225327,140.2322235,123650,832.0899434,1
1760239702201 ,29.66591626,36.53225327,140.2322235,124100,832.0899434,1
1760239702688 ,29.64919682,36.53231049,140.2321777,124550,839.6548572,1
1760239703215 ,29.64919682,36.53231049,140.2321777,125050,839.6548572,1
1760239703696 ,28.73699924,36.53236008,140.232132,125500,846.5162275,1
1760239704194 ,28.73699924,36.53236008,140.232132,125950,846.5162275,1
1760239704682 ,29.66399921,36.53240967,140.2320862,126400,853.382917,1
1760239705213 ,29.66399921,36.53240967,140.2320862,126900,853.382917,1
1760239705717 ,28.73699924,36.53245926,140.2320251,127350,861.1423056,1
1760239706183 ,28.73699924,36.53245926,140.2320251,127800,861.1423056,1
1760239706721 ,27.80999926,36.53250885,140.2319946,128250,867.2930904,1
1760239707194 ,27.80999926,36.53250885,140.2319946,128750,867.2930904,1
1760239707692 ,28.73699924,36.53255463,140.2319489,129200,873.8188557,1
1760239708185 ,28.73699924,36.53255463,140.2319489,129650,873.8188557,1
1760239708697 ,25.95599931,36.5326004,140.2319031,130100,880.349347,1
1760239709215 ,25.95599931,36.5326004,140.2319031,130550,880.349347,1
1760239709696 ,26.88299929,36.53264999,140.2318573,131050,887.216029,1
1760239710197 ,26.88299929,36.53264999,140.2318573,131500,887.216029,1
1760239710715 ,27.80999926,36.53269577,140.2318268,131950,892.9900581,1
1760239711195 ,27.80999926,36.53269577,140.2318268,132450,892.9900581,1
1760239711693 ,26.88299929,36.53273773,140.2317657,132900,900.1713582,1
1760239712198 ,26.88299929,36.53273773,140.2317657,133350,900.1713582,1
